Ukraine, 41954, 1434.39
Marshall Islands, 19529, 1580.19
Chile, 15700, 930.55
Japan, 30386, 358.07
Madagascar, 23170, 856.57
Germany, 10485, 261.26
Canada, 31064, 1756.95
India, 9539, 976.49
Taiwan, 39287, 621.38
Austria, 30302, 1781.81
Bahrain, 2190, 763.95
Spain, 46864, 1926.64
Brazil, 42397, 924.64
Guinea-Bissau, 22919, 612.88
South Africa, 41397, 881.03
India, 10568, 23.16
Iceland, 18212, 1354.14
San Marino, 5069, 1381.98
Yemen, 42044, 471.71
Bahamas, 6308, 1793.64
Myanmar, 26194, 1021.05
Guatemala, 35936, 251.64
Kuwait, 5592, 1350.75
Brazil, 28157, 1541.51
Comoros, 34596, 1026.85
Gambia, 49295, 1059.66
Nicaragua, 39476, 278.02
Chile, 1374, 1447.4
Israel, 16341, 1445.71
Trinidad & Tobago, 4792, 414.46
Djibouti, 27259, 935.61
Vanuatu, 26337, 1255.58
Italy, 16393, 1968.63
Nicaragua, 392, 1890.74
France, 38576, 1213.35
Benin, 384, 1303.24
Dominica, 24523, 213.14
Ukraine, 46588, 729.59
Myanmar, 43408, 1396.61
Chile, 43664, 1290.3
Ukraine, 5356, 1926.74
Gambia, 26665, 307.89
South Africa, 2319, 1842.59
Bangladesh, 44812, 677.68
Serbia, 9240, 1426.51
Denmark, 25722, 984.69
Djibouti, 37245, 1734.52
Italy, 8195, 1855.03
Belarus, 27184, 546.6
Australia, 10778, 940.4
Argentina, 16999, 1006.32
Brazil, 42240, 1963.58
Dominica, 23970, 161.31
Russian Federation, 42414, 1545.56
Bangladesh, 32817, 1681.08
Ethiopia, 962, 702.19
Georgia, 22557, 1652.64
Benin, 43210, 1879.2
Taiwan, 34747, 1870.88
Madagascar, 26617, 1680.22
Angola, 17089, 485.06
Kuwait, 12710, 335.91
Argentina, 12344, 1878.97
Cuba, 37260, 650.63
Eswatini, 44236, 771.12
Australia, 16614, 106.87
Oman, 20622, 1687.64
Barbados, 29841, 1216.19
Israel, 47460, 1893.92
Bangladesh, 48411, 201.83
India, 49506, 1524.23
Angola, 32423, 1297.98
Moldova, 33165, 239.41
Ethiopia, 36308, 346.67
Australia, 13817, 1249.54
South Africa, 12804, 1297.49
Australia, 9235, 839.36
Albania, 30866, 1104.96
Myanmar, 17958, 292.16
Denmark, 47066, 450.26
Myanmar, 32176, 502.42
Afghanistan, 2917, 600.04
Indonesia, 5533, 1045.62
Ethiopia, 19205, 1243.9
Taiwan, 12040, 1207.1
Slovenia, 4593, 1740.99
Marshall Islands, 29833, 725.17
Congo, 36740, 1010.11
Barbados, 38236, 1343.65
Austria, 5159, 1760.54
Argentina, 38880, 1806.22
Angola, 29144, 1558.85
Australia, 183, 799.01
Oman, 29075, 44.83
Bhutan, 28172, 1256.98
Armenia, 46230, 1428.77
Afghanistan, 40004, 1384.56
China, 15845, 635.65
Bangladesh, 28058, 1453.58
Canada, 28581, 1436.12
Ukraine, 44701, 864.37
Australia, 36870, 621.33
China, 5362, 283.86
Colombia, 45525, 415.22
Russian Federation, 37489, 765.49
Indonesia, 12448, 1015.54
Colombia, 6914, 956.6
Ethiopia, 36258, 695.86
India, 2756, 102.58
Chile, 40141, 1865.94
Armenia, 35717, 1391.41
Yemen, 25527, 302.86
Bangladesh, 3485, 594.43
Guatemala, 16728, 1276.08
Marshall Islands, 33407, 1959.46
Comoros, 48300, 1810.31
Kosovo, 27656, 362.07
Cuba, 48354, 1763.04
Colombia, 20107, 659.49
Bhutan, 35814, 1744.45
Vanuatu, 29835, 1450.78
Belarus, 8524, 608.94
Kuwait, 21222, 84.53
Bhutan, 44576, 1667.79
Spain, 33557, 1542.77
Serbia, 27574, 674.44
